,Actual Classifcation,Predicted Classification,a,b,c
81,1.0,1,1.0,44.632131147540974,0.0
82,1.0,1,1.0,-78.8727868852459,0.0
83,1.0,1,1.0,-6.384590163934433,0.0
84,1.0,1,1.0,71.95180327868852,0.0
85,1.0,1,1.0,-63.02737704918033,0.0
86,1.0,1,1.0,30.42590163934426,0.0
87,1.0,1,1.0,72.86245901639344,0.0
88,1.0,1,1.0,5.4739344262295075,0.0
89,1.0,1,1.0,-51.91737704918033,0.0
90,1.0,1,1.0,54.102950819672124,0.0
91,1.0,1,1.0,-46.63557377049181,0.0
92,1.0,1,1.0,30.608032786885243,0.0
93,1.0,1,1.0,43.35721311475409,0.0
94,1.0,1,1.0,-77.96213114754099,0.0
95,1.0,1,1.0,75.95868852459016,0.0
96,1.0,1,1.0,70.85901639344262,0.0
97,1.0,5,1.0,11.848524590163933,0.0
98,1.0,1,1.0,-85.97590163934426,0.0
99,1.0,1,1.0,47.36409836065573,0.0
100,1.0,1,1.0,42.26442622950819,0.0
101,1.0,1,1.0,-94.90032786885246,0.0
102,1.0,1,1.0,82.1511475409836,0.0
103,1.0,1,1.0,-84.33672131147542,0.0
104,1.0,1,1.0,4.199016393442622,0.0
105,1.0,1,1.0,-48.09262295081968,0.0
106,1.0,1,1.0,30.79016393442623,0.0
107,1.0,1,1.0,64.48442622950819,0.0
108,1.0,1,1.0,91.62196721311474,0.0
109,1.0,1,1.0,25.508360655737704,0.0
110,1.0,1,1.0,-71.95180327868853,0.0
111,1.0,1,1.0,62.1167213114754,0.0
112,1.0,1,1.0,28.42245901639344,0.0
113,1.0,1,1.0,61.75245901639343,0.0
114,1.0,1,1.0,83.60819672131147,0.0
115,1.0,1,1.0,-29.15098360655739,0.0
116,1.0,1,1.0,-27.876065573770504,0.0
117,1.0,1,1.0,12.2127868852459,0.0
118,1.0,1,1.0,-8.02377049180329,0.0
119,1.0,1,1.0,38.25754098360655,0.0
120,1.0,1,1.0,-43.721475409836074,0.0
121,1.0,1,1.0,58.291967213114745,0.0
122,1.0,1,1.0,94.17180327868851,0.0
123,1.0,1,1.0,-72.31606557377049,0.0
124,1.0,1,1.0,75.41229508196722,0.0
125,1.0,1,1.0,-50.096065573770495,0.0
126,1.0,1,1.0,42.446557377049174,0.0
127,1.0,1,1.0,17.858852459016394,0.0
128,1.0,1,1.0,-42.2644262295082,0.0
129,1.0,1,1.0,-20.044426229508204,0.0
130,1.0,1,1.0,-13.487704918032804,0.0
131,1.0,1,1.0,36.43622950819672,0.0
132,1.0,1,1.0,21.319344262295083,0.0
133,1.0,1,1.0,31.700819672131146,0.0
134,1.0,1,1.0,23.86918032786885,0.0
135,1.0,5,1.0,16.037540983606558,0.0
136,1.0,1,1.0,-1.1027868852459193,0.0
137,1.0,1,1.0,-75.04803278688524,0.0
138,1.0,1,1.0,-40.80737704918033,0.0
139,1.0,1,1.0,-4.927540983606562,0.0
140,1.0,1,1.0,-83.06180327868853,0.0
141,1.0,1,1.0,-92.71475409836066,0.0
142,1.0,1,1.0,-66.67,0.0
143,1.0,1,1.0,-43.53934426229509,0.0
144,1.0,1,1.0,-11.120000000000005,0.0
145,1.0,1,1.0,55.742131147540974,0.0
146,1.0,1,1.0,-68.49131147540984,0.0
147,1.0,1,1.0,-42.81081967213115,0.0
148,1.0,1,1.0,-34.4327868852459,0.0
149,1.0,1,1.0,-54.4672131147541,0.0
150,1.0,1,1.0,-78.50852459016394,0.0
151,1.0,1,1.0,-8.388032786885262,0.0
152,1.0,1,1.0,69.03770491803279,0.0
153,1.0,1,1.0,-35.34344262295083,0.0
154,1.0,1,1.0,-83.60819672131147,0.0
155,1.0,1,1.0,-93.26114754098361,0.0
156,1.0,1,1.0,35.525573770491796,0.0
157,1.0,1,1.0,-76.14081967213116,0.0
158,1.0,1,1.0,87.25081967213114,0.0
159,1.0,1,1.0,-52.46377049180328,0.0
160,1.0,5,1.0,51.0067213114754,0.0
161,1.0,1,1.0,4.745409836065573,0.0
162,1.0,1,1.0,-0.9206557377049336,0.0
163,1.0,1,1.0,-23.140655737704932,0.0
164,1.0,1,1.0,22.047868852459015,0.0
165,1.0,1,1.0,-60.84180327868853,0.0
166,1.0,1,1.0,8.752295081967212,0.0
167,1.0,1,1.0,-92.53262295081967,0.0
168,1.0,1,1.0,77.59786885245902,0.0
169,1.0,1,1.0,-27.511803278688532,0.0
170,1.0,1,1.0,-87.7972131147541,0.0
171,1.0,1,1.0,-88.70786885245901,0.0
172,1.0,1,1.0,-70.31262295081967,0.0
173,1.0,1,1.0,-46.08918032786886,0.0
174,1.0,1,1.0,0.01,0.0
175,1.0,1,1.0,63.39163934426229,0.0
176,1.0,1,1.0,96.90377049180327,0.0
177,1.0,1,1.0,41.353770491803274,0.0
178,1.0,1,1.0,-43.3572131147541,0.0
179,1.0,1,1.0,-38.439672131147546,0.0
180,1.0,1,1.0,-39.35032786885247,0.0
181,1.0,1,1.0,-20.22655737704919,0.0
182,1.0,1,1.0,90.16491803278689,0.0
183,1.0,1,1.0,-32.06508196721312,0.0
184,1.0,1,1.0,-78.69065573770492,0.0
185,1.0,1,1.0,94.71819672131147,0.0
186,1.0,1,1.0,-19.49803278688526,0.0
187,1.0,1,1.0,21.683606557377047,0.0
188,1.0,1,1.0,18.405245901639343,0.0
189,1.0,1,1.0,-48.27475409836066,0.0
190,1.0,1,1.0,-28.24032786885246,0.0
191,1.0,1,1.0,33.886393442622946,0.0
192,1.0,1,1.0,-90.52918032786886,0.0
193,1.0,1,1.0,18.040983606557376,0.0
194,1.0,1,1.0,-70.49475409836066,0.0
195,1.0,1,1.0,32.61147540983606,0.0
196,1.0,1,1.0,-93.80754098360656,0.0
197,1.0,1,1.0,34.25065573770491,0.0
198,1.0,1,1.0,86.88655737704917,0.0
199,1.0,1,1.0,8.205901639344262,0.0
200,1.0,1,1.0,72.31606557377049,0.0
201,1.0,1,1.0,-72.49819672131147,0.0
202,1.0,1,1.0,52.82803278688524,0.0
203,1.0,1,1.0,-21.865737704918047,0.0
204,1.0,1,1.0,-62.48098360655738,0.0
205,1.0,1,1.0,40.807377049180324,0.0
206,1.0,1,1.0,98.36081967213114,0.0
207,1.0,1,1.0,5.656065573770491,0.0
208,1.0,1,1.0,92.1683606557377,0.0
209,1.0,5,1.0,13.669836065573769,0.0
210,1.0,1,1.0,52.64590163934425,0.0
211,1.0,1,1.0,83.97245901639344,0.0
212,1.0,1,1.0,-96.53950819672131,0.0
213,1.0,1,1.0,66.12360655737704,0.0
214,1.0,1,1.0,-30.24377049180329,0.0
215,1.0,1,1.0,-73.04459016393443,0.0
216,1.0,1,1.0,-58.65622950819672,0.0
217,1.0,1,1.0,16.948196721311476,0.0
218,1.0,1,1.0,53.37442622950819,0.0
219,1.0,1,1.0,75.04803278688524,0.0
220,1.0,1,1.0,85.97590163934426,0.0
221,1.0,1,1.0,67.94491803278689,0.0
222,1.0,1,1.0,28.240327868852457,0.0
223,1.0,1,1.0,-98.17868852459016,0.0
224,1.0,1,1.0,26.78327868852459,0.0
225,1.0,1,1.0,-5.291803278688533,0.0
226,1.0,1,1.0,78.32639344262294,0.0
227,1.0,1,1.0,81.78688524590163,0.0
228,1.0,1,1.0,40.44311475409835,0.0
229,1.0,1,1.0,-39.16819672131148,0.0
230,1.0,1,1.0,-44.08573770491804,0.0
231,1.0,1,1.0,39.16819672131147,0.0
232,1.0,1,1.0,7.841639344262294,0.0
233,1.0,1,1.0,-45.54278688524591,0.0
234,1.0,1,1.0,-17.494590163934433,0.0
235,1.0,1,1.0,-2.0134426229508335,0.0
236,1.0,1,1.0,69.9483606557377,0.0
237,1.0,1,1.0,20.955081967213115,0.0
238,1.0,1,1.0,29.515245901639343,0.0
239,1.0,1,1.0,65.39508196721312,0.0
240,1.0,1,1.0,-74.13737704918033,0.0
241,1.0,1,1.0,23.504918032786883,0.0
242,1.0,1,1.0,-92.35049180327869,0.0
243,1.0,1,1.0,-79.05491803278689,0.0
244,1.0,1,1.0,-34.61491803278689,0.0
245,1.0,1,1.0,-77.59786885245902,0.0
246,1.0,1,1.0,74.13737704918033,0.0
247,1.0,1,1.0,72.49819672131147,0.0
248,1.0,1,1.0,98.72508196721311,0.0
249,1.0,1,1.0,-84.15459016393443,0.0
250,1.0,1,1.0,35.70770491803278,0.0
251,1.0,1,1.0,-34.797049180327875,0.0
252,1.0,1,1.0,-56.83491803278689,0.0
253,1.0,1,1.0,16.21967213114754,0.0
254,1.0,1,1.0,-24.233442622950832,0.0
255,1.0,1,1.0,-73.77311475409837,0.0
256,1.0,1,1.0,88.89,0.0
257,1.0,1,1.0,-89.9827868852459,0.0
258,1.0,1,1.0,-7.113114754098376,0.0
259,1.0,1,1.0,-97.08590163934426,0.0
260,1.0,1,1.0,-69.9483606557377,0.0
261,1.0,1,1.0,-43.90360655737705,0.0
262,1.0,1,1.0,-77.23360655737704,0.0
263,1.0,1,1.0,-71.40540983606557,0.0
264,1.0,1,1.0,-23.322786885245904,0.0
265,1.0,1,1.0,-52.82803278688525,0.0
266,1.0,1,1.0,-32.79360655737706,0.0
267,1.0,1,1.0,-96.7216393442623,0.0
268,1.0,1,1.0,15.126885245901637,0.0
269,1.0,5,1.0,25.326229508196718,0.0
270,1.0,1,1.0,96.72163934426229,0.0
271,1.0,1,1.0,-43.175081967213124,0.0
272,1.0,5,1.0,9.845081967213114,0.0
273,1.0,1,1.0,-28.422459016393447,0.0
274,1.0,1,1.0,-91.0755737704918,0.0
275,1.0,1,1.0,15.491147540983604,0.0
276,1.0,1,1.0,47.54622950819672,0.0
277,1.0,1,1.0,95.62885245901639,0.0
278,1.0,1,1.0,75.23016393442623,0.0
279,1.0,1,1.0,-87.97934426229509,0.0
280,1.0,1,1.0,-11.666393442622962,0.0
281,1.0,1,1.0,-96.90377049180329,0.0
282,1.0,1,1.0,-9.845081967213119,0.0
283,1.0,1,1.0,-35.70770491803279,0.0
284,1.0,1,1.0,-28.604590163934432,0.0
285,1.0,1,1.0,-11.30213114754099,0.0
286,1.0,1,1.0,-6.748852459016405,0.0
287,1.0,1,1.0,-37.71114754098362,0.0
288,1.0,1,1.0,-52.64590163934427,0.0
289,1.0,1,1.0,43.17508196721311,0.0
290,1.0,1,1.0,57.01704918032786,0.0
291,1.0,1,1.0,25.144098360655736,0.0
292,1.0,1,1.0,64.12016393442623,0.0
293,1.0,1,1.0,17.676721311475408,0.0
294,1.0,1,1.0,-36.61836065573771,0.0
295,1.0,1,1.0,54.83147540983606,0.0
296,1.0,1,1.0,26.601147540983604,0.0
297,1.0,1,1.0,-72.13393442622952,0.0
298,1.0,1,1.0,56.288524590163924,0.0
299,1.0,1,1.0,-17.67672131147542,0.0
300,1.0,1,1.0,-11.484262295081976,0.0
301,1.0,1,1.0,-97.45016393442623,0.0
302,1.0,1,1.0,-68.30918032786886,0.0
303,1.0,1,1.0,19.68016393442623,0.0
304,1.0,1,1.0,93.80754098360656,0.0
305,1.0,1,1.0,38.07540983606557,0.0
306,1.0,1,1.0,28.786721311475407,0.0
307,1.0,1,1.0,-94.17180327868853,0.0
308,1.0,1,1.0,22.23,0.0
309,1.0,1,1.0,92.89688524590163,0.0
310,1.0,1,1.0,67.7627868852459,0.0
311,1.0,1,1.0,-62.84524590163935,0.0
312,1.0,1,1.0,71.58754098360656,0.0
313,1.0,1,1.0,20.408688524590165,0.0
314,1.0,1,1.0,-30.60803278688526,0.0
315,1.0,1,1.0,26.96540983606557,0.0
316,1.0,1,1.0,-49.91393442622952,0.0
317,1.0,1,1.0,-36.07196721311476,0.0
318,1.0,1,1.0,-75.95868852459017,0.0
319,1.0,1,1.0,-12.577049180327876,0.0
320,1.0,1,1.0,14.76262295081967,0.0
321,1.0,1,1.0,-81.78688524590164,0.0
322,1.0,1,1.0,14.216229508196719,0.0
323,1.0,1,1.0,81.42262295081967,0.0
324,1.0,1,1.0,25.690491803278686,0.0
325,1.0,1,1.0,-26.783278688524604,0.0
326,1.0,5,1.0,13.487704918032785,0.0
327,1.0,1,1.0,69.21983606557377,0.0
328,1.0,1,1.0,-36.254098360655746,0.0
329,1.0,1,1.0,94.3539344262295,0.0
330,1.0,1,1.0,-86.34016393442623,0.0
331,1.0,1,1.0,8.023770491803278,0.0
332,1.0,1,1.0,59.202622950819666,0.0
333,1.0,1,1.0,-31.33655737704919,0.0
334,1.0,1,1.0,69.58409836065573,0.0
335,1.0,1,1.0,-35.889836065573775,0.0
336,1.0,1,1.0,47.728360655737696,0.0
337,1.0,1,1.0,-4.563278688524605,0.0
338,1.0,1,1.0,16.583934426229508,0.0
339,1.0,1,1.0,-74.68377049180329,0.0
340,1.0,1,1.0,-71.2232786885246,0.0
341,1.0,1,1.0,-54.831475409836074,0.0
342,1.0,1,1.0,-17.130327868852476,0.0
343,1.0,1,1.0,74.86590163934426,0.0
344,1.0,1,1.0,-51.55311475409837,0.0
345,1.0,1,1.0,-36.98262295081968,0.0
346,1.0,1,1.0,36.80049180327868,0.0
347,1.0,1,1.0,80.51196721311474,0.0
348,1.0,1,1.0,56.47065573770491,0.0
349,1.0,1,1.0,3.288360655737704,0.0
350,1.0,1,1.0,-83.97245901639344,0.0
351,1.0,1,1.0,54.649344262295074,0.0
352,1.0,1,1.0,-49.18540983606558,0.0
353,1.0,1,1.0,-91.25770491803279,0.0
354,1.0,1,1.0,-25.326229508196732,0.0
355,1.0,1,1.0,91.80409836065573,0.0
356,1.0,1,1.0,-89.07213114754099,0.0
357,1.0,1,1.0,90.89344262295081,0.0
358,1.0,1,1.0,11.66639344262295,0.0
359,1.0,1,1.0,-88.34360655737706,0.0
360,1.0,1,1.0,-70.85901639344263,0.0
361,1.0,1,1.0,-39.89672131147542,0.0
362,1.0,1,1.0,-80.87622950819673,0.0
363,1.0,5,1.0,98.54295081967213,0.0
364,1.0,1,1.0,-60.47754098360656,0.0
365,1.0,1,1.0,42.0822950819672,0.0
366,1.0,1,1.0,-0.1921311475409908,0.0
367,1.0,1,1.0,-32.611475409836075,0.0
368,1.0,1,1.0,-85.06524590163934,0.0
369,1.0,1,1.0,46.81770491803278,0.0
370,1.0,1,1.0,56.834918032786874,0.0
371,1.0,1,1.0,-46.817704918032796,0.0
372,1.0,1,1.0,-7.659508196721319,0.0
373,1.0,1,1.0,-82.33327868852459,0.0
374,1.0,1,1.0,-90.71131147540984,0.0
375,1.0,1,1.0,-97.8144262295082,0.0
376,1.0,1,1.0,-8.934426229508205,0.0
377,1.0,1,1.0,-55.01360655737705,0.0
378,1.0,1,1.0,-71.04114754098362,0.0
379,1.0,1,1.0,-34.068524590163946,0.0
380,1.0,1,1.0,4.927540983606557,0.0
381,1.0,1,1.0,-61.38819672131148,0.0
382,1.0,1,1.0,-98.54295081967213,0.0
383,1.0,1,1.0,-95.44672131147541,0.0
384,1.0,1,1.0,-38.62180327868853,0.0
385,1.0,1,1.0,47.91049180327868,0.0
386,1.0,1,1.0,44.996393442622946,0.0
387,1.0,1,1.0,-81.24049180327869,0.0
388,1.0,1,1.0,37.89327868852458,0.0
389,1.0,1,1.0,-34.97918032786886,0.0
390,1.0,1,1.0,20.044426229508197,0.0
391,1.0,1,1.0,57.745573770491795,0.0
392,1.0,1,1.0,-62.663114754098366,0.0
393,1.0,1,1.0,8.388032786885244,0.0
394,1.0,1,1.0,92.35049180327869,0.0
395,1.0,1,1.0,-91.80409836065574,0.0
396,1.0,1,1.0,29.333114754098357,0.0
397,1.0,1,1.0,34.432786885245896,0.0
398,1.0,1,1.0,-18.04098360655739,0.0
399,1.0,1,1.0,68.12704918032786,0.0
400,1.0,1,1.0,39.71459016393442,0.0
401,1.0,1,1.0,-0.01,0.0
402,1.0,1,1.0,-12.941311475409847,0.0
403,1.0,1,1.0,-12.212786885245919,0.0
404,1.0,1,1.0,30.97229508196721,0.0
405,1.0,1,1.0,33.70426229508196,0.0
406,1.0,1,1.0,-28.05819672131149,0.0
407,1.0,1,1.0,58.65622950819671,0.0
408,1.0,1,1.0,-64.30229508196722,0.0
409,1.0,1,1.0,59.56688524590163,0.0
410,1.0,5,1.0,75.59442622950819,0.0
411,1.0,1,1.0,53.73868852459015,0.0
412,1.0,1,1.0,15.673278688524588,0.0
413,1.0,1,1.0,80.14770491803279,0.0
414,1.0,1,1.0,-15.673278688524604,0.0
415,1.0,1,1.0,-58.474098360655745,0.0
416,1.0,1,1.0,81.96901639344262,0.0
417,1.0,1,1.0,-27.14754098360656,0.0
418,1.0,1,1.0,52.28163934426229,0.0
419,1.0,1,1.0,-6.020327868852476,0.0
420,1.0,1,1.0,62.66311475409835,0.0
421,1.0,1,1.0,-17.312459016393447,0.0
422,1.0,1,1.0,99.27147540983606,0.0
423,1.0,1,1.0,-88.16147540983607,0.0
424,1.0,1,1.0,-32.2472131147541,0.0
425,1.0,1,1.0,-19.315901639344276,0.0
426,1.0,1,1.0,26.41901639344262,0.0
427,1.0,1,1.0,-25.144098360655747,0.0
428,1.0,1,1.0,27.87606557377049,0.0
429,1.0,1,1.0,60.65967213114753,0.0
430,1.0,1,1.0,35.88983606557377,0.0
431,1.0,1,1.0,-86.52229508196721,0.0
432,1.0,1,1.0,-29.515245901639346,0.0
433,1.0,1,1.0,-68.67344262295083,0.0
434,1.0,1,1.0,-87.43295081967213,0.0
435,1.0,1,1.0,-81.60475409836066,0.0
436,1.0,1,1.0,3.834754098360655,0.0
437,1.0,1,1.0,-33.34,0.0
438,1.0,1,1.0,-66.85213114754099,0.0
439,1.0,1,1.0,-50.27819672131148,0.0
440,1.0,1,1.0,20.22655737704918,0.0
441,1.0,1,1.0,-48.82114754098361,0.0
442,1.0,1,1.0,-97.99655737704919,0.0
443,1.0,1,1.0,89.61852459016393,0.0
444,1.0,1,1.0,78.8727868852459,0.0
445,1.0,1,1.0,68.67344262295082,0.0
446,1.0,1,1.0,-45.360655737704924,0.0
447,1.0,1,1.0,14.034098360655737,0.0
448,1.0,1,1.0,-41.71803278688525,0.0
449,1.0,1,1.0,-20.95508196721312,0.0
450,1.0,1,1.0,-30.425901639344275,0.0
451,1.0,1,1.0,-9.662950819672147,0.0
452,1.0,1,1.0,95.81098360655737,0.0
453,1.0,1,1.0,-66.30573770491804,0.0
454,1.0,1,1.0,-41.1716393442623,0.0
455,1.0,1,1.0,-27.693934426229518,0.0
456,1.0,1,1.0,-57.563442622950824,0.0
457,1.0,1,1.0,-93.98967213114754,0.0
458,1.0,1,1.0,74.50163934426229,0.0
459,1.0,1,1.0,-25.508360655737718,0.0
460,1.0,1,1.0,-8.205901639344276,0.0
461,1.0,1,1.0,-33.52213114754099,0.0
462,1.0,5,1.0,43.72147540983606,0.0
463,1.0,1,1.0,6.384590163934425,0.0
464,1.0,1,1.0,-80.51196721311476,0.0
465,1.0,1,1.0,-86.88655737704919,0.0
466,1.0,1,1.0,-47.18196721311476,0.0
467,1.0,1,1.0,-60.659672131147545,0.0
468,1.0,1,1.0,67.21639344262294,0.0
469,1.0,1,1.0,32.793606557377046,0.0
470,1.0,1,1.0,-38.07540983606558,0.0
471,1.0,1,1.0,-53.01016393442624,0.0
472,1.0,1,1.0,63.93803278688524,0.0
473,1.0,1,1.0,-20.59081967213116,0.0
474,1.0,1,1.0,89.43639344262294,0.0
475,1.0,1,1.0,84.3367213114754,0.0
476,1.0,1,1.0,-96.17524590163934,0.0
477,1.0,1,1.0,77.78,0.0
478,1.0,1,1.0,-95.6288524590164,0.0
479,1.0,1,1.0,31.154426229508193,0.0
480,1.0,1,1.0,-57.19918032786886,0.0
481,1.0,1,1.0,6.566721311475408,0.0
482,1.0,1,1.0,67.58065573770492,0.0
483,1.0,1,1.0,-23.86918032786886,0.0
484,1.0,1,1.0,-24.779836065573775,0.0
485,1.0,1,1.0,-61.023934426229516,0.0
486,1.0,1,1.0,39.35032786885245,0.0
487,1.0,1,1.0,-55.56,0.0
488,1.0,1,1.0,-86.15803278688524,0.0
489,1.0,1,1.0,83.06180327868852,0.0
490,1.0,1,1.0,-51.73524590163935,0.0
491,1.0,1,1.0,-74.5016393442623,0.0
492,1.0,5,1.0,95.4467213114754,0.0
493,1.0,1,1.0,-11.848524590163947,0.0
494,1.0,1,1.0,-75.23016393442623,0.0
495,1.0,1,1.0,-28.968852459016404,0.0
496,1.0,1,1.0,68.49131147540983,0.0
497,1.0,1,1.0,-26.419016393442632,0.0
498,1.0,1,1.0,-40.0788524590164,0.0
499,1.0,1,1.0,2.924098360655737,0.0
500,1.0,1,1.0,-69.21983606557377,0.0
501,1.0,1,1.0,-57.38131147540984,0.0
502,1.0,1,1.0,61.388196721311466,0.0
503,1.0,1,1.0,60.11327868852458,0.0
504,1.0,1,1.0,82.51540983606557,0.0
505,1.0,1,1.0,-91.62196721311476,0.0
506,1.0,1,1.0,-4.199016393442633,0.0
507,1.0,1,1.0,-16.58393442622952,0.0
508,1.0,1,1.0,32.24721311475409,0.0
509,1.0,1,1.0,-22.594262295081975,0.0
510,1.0,1,1.0,88.52573770491803,0.0
511,1.0,1,1.0,-13.123442622950833,0.0
512,1.0,1,1.0,-15.309016393442633,0.0
513,1.0,1,1.0,-98.36081967213114,0.0
514,1.0,1,1.0,17.130327868852458,0.0
515,1.0,1,1.0,97.81442622950819,0.0
516,1.0,1,1.0,24.961967213114754,0.0
517,1.0,1,1.0,13.123442622950817,0.0
518,1.0,1,1.0,1.2849180327868852,0.0
519,1.0,1,1.0,12.577049180327867,0.0
520,1.0,1,1.0,64.30229508196722,0.0
521,1.0,1,1.0,17.494590163934426,0.0
522,1.0,1,1.0,37.164754098360646,0.0
523,1.0,1,1.0,48.09262295081967,0.0
524,1.0,1,1.0,3.470491803278688,0.0
525,1.0,1,1.0,19.498032786885243,0.0
526,1.0,1,1.0,-96.35737704918033,0.0
527,1.0,1,1.0,59.931147540983595,0.0
528,1.0,1,1.0,-14.034098360655747,0.0
529,1.0,1,1.0,-52.09950819672132,0.0
530,1.0,1,1.0,-86.7044262295082,0.0
531,1.0,1,1.0,-65.5772131147541,0.0
532,1.0,1,1.0,84.15459016393442,0.0
533,1.0,1,1.0,-58.83836065573771,0.0
534,1.0,1,1.0,1.1027868852459015,0.0
535,1.0,1,1.0,-10.755737704918047,0.0
536,1.0,1,1.0,-59.93114754098361,0.0
537,1.0,1,1.0,-49.36754098360657,0.0
538,1.0,1,1.0,94.53606557377049,0.0
539,1.0,1,1.0,5.109672131147541,0.0
540,1.0,1,1.0,-14.580491803278704,0.0
541,1.0,1,1.0,71.40540983606557,0.0
542,1.0,1,1.0,18.22311475409836,0.0
543,1.0,1,1.0,76.14081967213114,0.0
544,1.0,1,1.0,-53.3744262295082,0.0
545,1.0,1,1.0,65.5772131147541,0.0
546,1.0,1,1.0,-89.61852459016393,0.0
547,1.0,1,1.0,94.90032786885246,0.0
548,1.0,1,1.0,86.70442622950819,0.0
549,1.0,1,1.0,-13.851967213114762,0.0
550,1.0,1,1.0,55.195737704918024,0.0
551,1.0,1,1.0,44.085737704918024,0.0
552,1.0,5,1.0,62.84524590163934,0.0
553,1.0,1,1.0,97.26803278688524,0.0
554,1.0,1,1.0,88.16147540983606,0.0
555,1.0,1,1.0,-54.64934426229509,0.0
556,1.0,1,1.0,69.40196721311474,0.0
557,1.0,1,1.0,82.69754098360656,0.0
558,1.0,1,1.0,-26.236885245901647,0.0
559,1.0,1,1.0,-46.271311475409846,0.0
560,1.0,1,1.0,62.480983606557366,0.0
561,1.0,1,1.0,-16.219672131147547,0.0
562,1.0,1,1.0,-69.76622950819673,0.0
563,1.0,1,1.0,-9.11655737704919,0.0
564,1.0,1,1.0,-24.59770491803279,0.0
565,1.0,1,1.0,21.137213114754097,0.0
566,1.0,1,1.0,9.11655737704918,0.0
567,1.0,1,1.0,-79.41918032786886,0.0
568,1.0,1,1.0,35.16131147540983,0.0
